Datum,Uhrzeit,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,
08-05-2017,09:20,NASDAQ 100 SL 6140.00  HB 7.68  FN 64...,NL0012067235,"Kauf 8 zu je 7,73",,EUR,"-61,84",EUR,"-2670,79"
08-05-2017,09:19,S&P 500 SL 2602.00  HB 9.80  FN 2677....,NL0011862875,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2608,95"
08-05-2017,09:19,S&P 500 SL 2602.00  HB 9.80  FN 2677....,NL0011862875,Transaktionsgebühr,,EUR,"-0,03",EUR,"-2604,95"
08-05-2017,09:19,S&P 500 SL 2602.00  HB 9.80  FN 2677....,NL0011862875,"Kauf 25 zu je 2,71",,EUR,"-67,75",EUR,"-2604,92"
08-05-2017,09:15,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2537,17"
08-05-2017,09:15,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,10",EUR,"-2533,17"
08-05-2017,09:15,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Verkauf 45 zu je 5,45",,EUR,"245,25",EUR,"-2533,07"
08-05-2017,09:13,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2778,32"
08-05-2017,09:13,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2774,32"
08-05-2017,09:13,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Verkauf 65 zu je 2,34",,EUR,"152,10",EUR,"-2774,26"
08-05-2017,08:34,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,"Verkauf 20 zu je 3,58",,EUR,"71,60",EUR,"-2926,36"
08-05-2017,08:18,ALLIANZ SE NA O.N,DE0008404005,Dividende,,EUR,"7,60",EUR,"-2997,96"
08-05-2017,08:18,ALLIANZ SE NA O.N,DE0008404005,Dividendensteuer,,EUR,"-1,84",EUR,"-3005,56"
05-05-2017,10:34,DT.BOERSE COM. XETRA-GOLD,DE000A0S9GB0,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3003,72"
05-05-2017,10:34,DT.BOERSE COM. XETRA-GOLD,DE000A0S9GB0,Transaktionsgebühr,,EUR,"-0,03",EUR,"-3001,72"
05-05-2017,10:34,DT.BOERSE COM. XETRA-GOLD,DE000A0S9GB0,"Verkauf 4 zu je 36,13",,EUR,"144,52",EUR,"-3001,69"
04-05-2017,10:35,DANAKALI LTD,AU000000DNK9,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3146,21"
04-05-2017,10:35,DANAKALI LTD,AU000000DNK9,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3138,71"
04-05-2017,10:35,DANAKALI LTD,AU000000DNK9,"Kauf 150 zu je 0,47",,EUR,"-70,50",EUR,"-3138,65"
04-05-2017,08:37,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3068,15"
04-05-2017,08:37,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3064,15"
04-05-2017,08:37,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Verkauf 125 zu je 0,71",,EUR,"88,75",EUR,"-3064,11"
04-05-2017,08:18,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3152,86"
04-05-2017,08:18,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,08",EUR,"-3148,86"
04-05-2017,08:18,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Kauf 45 zu je 4,21",,EUR,"-189,45",EUR,"-3148,78"
04-05-2017,08:07,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2959,33"
04-05-2017,08:07,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,08",EUR,"-2955,33"
04-05-2017,08:07,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Verkauf 250 zu je 0,75",,EUR,"187,50",EUR,"-2955,25"
04-05-2017,00:00,DEUTSCHE POST AG NA O.N,DE0005552004,Dividende,,EUR,"5,25",EUR,"-3142,75"
03-05-2017,14:09,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3148,00"
03-05-2017,14:09,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,05",EUR,"-3144,00"
03-05-2017,14:09,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Kauf 65 zu je 2,03",,EUR,"-131,95",EUR,"-3143,95"
02-05-2017,15:58,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3012,00"
02-05-2017,15:58,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3008,00"
02-05-2017,15:58,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Verkauf 10 zu je 3,14",,EUR,"31,40",EUR,"-3007,99"
02-05-2017,14:32,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3039,39"
02-05-2017,14:32,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,05",EUR,"-3035,39"
02-05-2017,14:32,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Verkauf 40 zu je 3,09",,EUR,"123,60",EUR,"-3035,34"
02-05-2017,14:32,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3158,94"
02-05-2017,14:32,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3154,94"
02-05-2017,14:32,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,"Kauf 12 zu je 8,55",,EUR,"-102,60",EUR,"-3154,90"
02-05-2017,14:31,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3052,30"
02-05-2017,14:31,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3048,30"
02-05-2017,14:31,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,"Verkauf 14 zu je 6,66",,EUR,"93,24",EUR,"-3048,26"
02-05-2017,14:30,KINROSS GOLD CORP,CA4969024047,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3141,50"
02-05-2017,14:30,KINROSS GOLD CORP,CA4969024047,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3139,50"
02-05-2017,14:30,KINROSS GOLD CORP,CA4969024047,"Verkauf 40 zu je 3,12",,EUR,"124,80",EUR,"-3139,49"
02-05-2017,08:01,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3264,29"
02-05-2017,08:01,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,12",EUR,"-3260,29"
02-05-2017,08:01,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 250 zu je 1,2",,EUR,"-300,00",EUR,"-3260,17"
02-05-2017,00:00,,,Währungswechsel (Ausbuchung),,USD,"-4,54",USD,"0,00"
02-05-2017,00:00,,,Währungswechsel (Einbuchung),"1,0941",EUR,"4,15",EUR,"-2960,17"
01-05-2017,00:00,"VERIZON COMM. INC. DL-, 10",US92343V1044,Dividende,,USD,"2,89",USD,"4,54"
01-05-2017,00:00,"VERIZON COMM. INC. DL-, 10",US92343V1044,Dividendensteuer,,USD,"-0,43",USD,"1,65"
01-05-2017,00:00,AT + T INC. DL 1,US00206R1023,Dividende,,USD,"2,45",USD,"2,08"
01-05-2017,00:00,AT + T INC. DL 1,US00206R1023,Dividendensteuer,,USD,"-0,37",USD,"-0,37"
30-04-2017,00:00,,,Einrichtung von Handelsmodalitäten 2017,,EUR,"-2,50",EUR,"-2964,32"
30-04-2017,00:00,,,Zinsen,,EUR,"-9,94",EUR,"-2961,82"
28-04-2017,17:56,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2951,88"
28-04-2017,17:56,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,07",EUR,"-2947,88"
28-04-2017,17:56,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Verkauf 60 zu je 2,76",,EUR,"165,60",EUR,"-2947,81"
28-04-2017,08:49,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3113,41"
28-04-2017,08:49,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,11",EUR,"-3109,41"
28-04-2017,08:49,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Kauf 100 zu je 2,68",,EUR,"-268,00",EUR,"-3109,30"
28-04-2017,08:00,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2841,30"
28-04-2017,08:00,SILVER SL 15.7402  HB 13.96  ,NL0011628110,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2837,30"
,,FN 15.74...,,,,,,,
28-04-2017,08:00,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 100 zu je 1,57",,EUR,"-157,00",EUR,"-2837,24"
27-04-2017,19:09,K92 MINING INC,CA4991131083,Transaktionsgebühr,,EUR,"-7,50",EUR,"-2680,24"
27-04-2017,19:09,K92 MINING INC,CA4991131083,Transaktionsgebühr,,EUR,"-0,09",EUR,"-2672,74"
27-04-2017,19:09,K92 MINING INC,CA4991131083,"Kauf 200 zu je 0,561",,EUR,"-112,20",EUR,"-2672,65"
27-04-2017,18:20,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2560,45"
27-04-2017,18:20,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,25",EUR,"-2556,45"
27-04-2017,18:20,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Verkauf 420 zu je 1,46",,EUR,"613,20",EUR,"-2556,20"
27-04-2017,17:41,"HARMONY GOLD MNG RC-,50",ZAE000015228,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3169,40"
27-04-2017,17:41,"HARMONY GOLD MNG RC-,50",ZAE000015228,Transaktionsgebühr,,EUR,"-0,13",EUR,"-3161,90"
27-04-2017,17:41,"HARMONY GOLD MNG RC-,50",ZAE000015228,"Kauf 75 zu je 2,099",,EUR,"-157,42",EUR,"-3161,77"
27-04-2017,17:40,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3004,34"
27-04-2017,17:40,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-0,10",EUR,"-3000,34"
27-04-2017,17:40,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,"Verkauf 320 zu je 0,75",,EUR,"240,00",EUR,"-3000,24"
27-04-2017,15:13,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3240,24"
27-04-2017,15:13,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-0,11",EUR,"-3232,74"
27-04-2017,15:13,ENDEAVOUR SILVER CORP,CA29258Y1034,"Kauf 50 zu je 2,775",,EUR,"-138,75",EUR,"-3232,63"
27-04-2017,15:06,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3093,88"
27-04-2017,15:06,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3089,88"
27-04-2017,15:06,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,"Verkauf 20 zu je 7,32",,EUR,"146,40",EUR,"-3089,82"
26-04-2017,11:19,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3236,22"
26-04-2017,11:19,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3232,22"
26-04-2017,11:19,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Kauf 120 zu je 1,23",,EUR,"-147,60",EUR,"-3232,16"
26-04-2017,10:16,"PFIZER INC. DL-, 05",US7170811035,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3084,56"
26-04-2017,10:16,"PFIZER INC. DL-, 05",US7170811035,Transaktionsgebühr,,EUR,"-0,07",EUR,"-3077,06"
26-04-2017,10:16,"PFIZER INC. DL-, 05",US7170811035,"Kauf 3 zu je 30,988",,EUR,"-92,96",EUR,"-3076,99"
26-04-2017,10:15,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-2984,03"
26-04-2017,10:15,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,06",EUR,"-2980,03"
26-04-2017,10:15,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Verkauf 90 zu je 1,77",,EUR,"159,30",EUR,"-2979,97"
26-04-2017,09:02,MOBOTIX AG O.N,DE0005218309,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3139,27"
26-04-2017,09:02,MOBOTIX AG O.N,DE0005218309,"Kauf 4 zu je 13,24",,EUR,"-52,96",EUR,"-3137,27"
25-04-2017,11:39,,,Einzahlung,,EUR,"100,00",EUR,"-3084,31"
25-04-2017,09:10,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3184,31"
25-04-2017,09:10,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3180,31"
25-04-2017,09:10,DAX SL 12200.00  HB 25.88  FN 12200.0...,DE000CY3M1N4,"Kauf 10 zu je 3,13",,EUR,"-31,30",EUR,"-3180,30"
24-04-2017,14:25,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3149,00"
24-04-2017,14:25,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3145,00"
24-04-2017,14:25,GOLD SL 1303.00  HB 16.21  FN 1343.72...,NL0011859624,"Kauf 20 zu je 7,11",,EUR,"-142,20",EUR,"-3144,94"
24-04-2017,14:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3002,74"
24-04-2017,14:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,12",EUR,"-2998,74"
24-04-2017,14:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Kauf 300 zu je 1,04",,EUR,"-312,00",EUR,"-2998,62"
24-04-2017,14:22,DB X-TR.II BA.G.AGG.BD 1D,LU0942970103,Transaktionsgebühr,,EUR,"-2,00",EUR,"-2686,62"
24-04-2017,14:22,DB X-TR.II BA.G.AGG.BD 1D,LU0942970103,Transaktionsgebühr,,EUR,"-0,08",EUR,"-2684,62"
24-04-2017,14:22,DB X-TR.II BA.G.AGG.BD 1D,LU0942970103,"Verkauf 10 zu je 41,1",,EUR,"411,00",EUR,"-2684,54"
24-04-2017,09:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3095,54"
24-04-2017,09:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-0,09",EUR,"-3091,54"
24-04-2017,09:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,"Kauf 300 zu je 0,71",,EUR,"-213,00",EUR,"-3091,45"
24-04-2017,09:45,"GOLD FIELDS LTD RC-,50",ZAE000018123,Transaktionsgebühr,,EUR,"-2,00",EUR,"-2878,45"
24-04-2017,09:45,"GOLD FIELDS LTD RC-,50",ZAE000018123,Transaktionsgebühr,,EUR,"-0,02",EUR,"-2876,45"
24-04-2017,09:45,"GOLD FIELDS LTD RC-,50",ZAE000018123,"Verkauf 75 zu je 3,35",,EUR,"251,25",EUR,"-2876,43"
24-04-2017,09:12,"TUBULL O.END GOLD 1118,4178",DE000CY1CC12,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3127,68"
24-04-2017,09:12,"TUBULL O.END GOLD 1118,4178",DE000CY1CC12,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3125,68"
24-04-2017,09:12,"TUBULL O.END GOLD 1118,4178",DE000CY1CC12,"Verkauf 3 zu je 13,76",,EUR,"41,28",EUR,"-3125,64"
24-04-2017,08:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3166,92"
24-04-2017,08:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3162,92"
24-04-2017,08:46,S&P 500 SL 2308.35  HB 18.13  FN 2308...,NL0012068365,"Kauf 20 zu je 0,71",,EUR,"-14,20",EUR,"-3162,91"
24-04-2017,08:45,ATLANTIC GOLD,CA04854Q1019,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3148,71"
24-04-2017,08:45,ATLANTIC GOLD,CA04854Q1019,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3141,21"
24-04-2017,08:45,ATLANTIC GOLD,CA04854Q1019,"Verkauf 50 zu je 0,977",,EUR,"48,85",EUR,"-3141,17"
24-04-2017,08:16,NASDAQ 100 SL 5497.04  HB 1.00  FN 54...,NL0012061956,Verkauf 115 zu je 0,,EUR,"0,00",EUR,"-3190,02"
21-04-2017,15:18,BEADELL RESOURCES LTD,AU000000BDR9,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3190,02"
21-04-2017,15:18,BEADELL RESOURCES LTD,AU000000BDR9,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3182,52"
21-04-2017,15:18,BEADELL RESOURCES LTD,AU000000BDR9,"Kauf 150 zu je 0,199",,EUR,"-29,85",EUR,"-3182,50"
20-04-2017,00:00,,,Währungswechsel (Ausbuchung),,USD,"-11,01",USD,"0,00"
20-04-2017,00:00,,,Währungswechsel (Einbuchung),"1,0729",EUR,"10,26",EUR,"-3152,65"
19-04-2017,00:00,DB X-TR.II BA.G.AGG.BD 1D,LU0942970103,Dividende,,USD,"11,01",USD,"11,01"
18-04-2017,00:00,NESTE OYJ,FI0009013296,Dividende,,EUR,"3,90",EUR,"-3162,91"
18-04-2017,00:00,NESTE OYJ,FI0009013296,Dividendensteuer,,EUR,"-1,11",EUR,"-3166,81"
17-04-2017,00:00,,,Währungswechsel (Ausbuchung),,CAD,"-1,20",CAD,"0,00"
17-04-2017,00:00,,,Währungswechsel (Einbuchung),"1,4193",EUR,"0,85",EUR,"-3165,70"
13-04-2017,15:30,UNDER ARMOUR INC. CLA,US9043111072,Währungswechsel (Ausbuchung),,USD,"-77,12",USD,"0,00"
13-04-2017,15:30,UNDER ARMOUR INC. CLA,US9043111072,Währungswechsel (Einbuchung),"1,0630",EUR,"72,47",EUR,"-3166,55"
13-04-2017,15:30,UNDER ARMOUR INC. CLA,US9043111072,Transaktionsgebühr,,EUR,"-0,50",EUR,"-3239,02"
13-04-2017,15:30,UNDER ARMOUR INC. CLA,US9043111072,Transaktionsgebühr,,EUR,"-0,02",EUR,"-3238,52"
13-04-2017,15:30,UNDER ARMOUR INC. CLA,US9043111072,"Verkauf 4 zu je 19,28",,USD,"77,12",USD,"77,12"
13-04-2017,15:09,SYGNIS AG,DE000A1RFM03,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3238,50"
13-04-2017,15:09,SYGNIS AG,DE000A1RFM03,"Verkauf 20 zu je 1,497",,EUR,"29,94",EUR,"-3236,50"
13-04-2017,09:33,SIEMENS SL 139.80  HB 5.19  FN 150.89...,NL0011084538,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3266,44"
13-04-2017,09:33,SIEMENS SL 139.80  HB 5.19  FN 150.89...,NL0011084538,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3262,44"
13-04-2017,09:33,SIEMENS SL 139.80  HB 5.19  FN 150.89...,NL0011084538,"Kauf 10 zu je 2,51",,EUR,"-25,10",EUR,"-3262,43"
13-04-2017,09:31,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3237,33"
13-04-2017,09:31,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3235,33"
13-04-2017,09:31,LYXOR UCITS ETF FTSE ATHEX LARGE CAP,FR0010405431,"Verkauf 75 zu je 0,866",,EUR,"64,91",EUR,"-3235,32"
13-04-2017,00:00,CAMECO CORP,CA13321L1085,Dividende,,CAD,"1,60",CAD,"1,20"
13-04-2017,00:00,CAMECO CORP,CA13321L1085,Dividendensteuer,,CAD,"-0,40",CAD,"-0,40"
11-04-2017,11:17,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3300,23"
11-04-2017,11:17,ENDEAVOUR SILVER CORP,CA29258Y1034,Transaktionsgebühr,,EUR,"-0,12",EUR,"-3292,73"
11-04-2017,11:17,ENDEAVOUR SILVER CORP,CA29258Y1034,"Kauf 45 zu je 3,238",,EUR,"-145,71",EUR,"-3292,61"
11-04-2017,10:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3146,90"
11-04-2017,10:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,07",EUR,"-3142,90"
11-04-2017,10:24,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Verkauf 175 zu je 0,93",,EUR,"162,75",EUR,"-3142,83"
11-04-2017,09:19,K92 MINING INC,CA4991131083,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3305,58"
11-04-2017,09:19,K92 MINING INC,CA4991131083,Transaktionsgebühr,,EUR,"-0,08",EUR,"-3298,08"
11-04-2017,09:19,K92 MINING INC,CA4991131083,"Kauf 150 zu je 0,645",,EUR,"-96,75",EUR,"-3298,00"
11-04-2017,09:04,ALSTRIA OFFICE REIT-AG,DE000A0LD2U1,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3201,25"
11-04-2017,09:04,ALSTRIA OFFICE REIT-AG,DE000A0LD2U1,"Verkauf 5 zu je 11,63",,EUR,"58,15",EUR,"-3199,25"
10-04-2017,14:30,ITN NANOVATION,DE000A0JL461,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3257,40"
10-04-2017,14:30,ITN NANOVATION,DE000A0JL461,Verkauf 25 zu je 2,,EUR,"50,00",EUR,"-3255,40"
10-04-2017,14:26,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3305,40"
10-04-2017,14:26,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-0,04",EUR,"-3301,40"
10-04-2017,14:26,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,"Kauf 100 zu je 1,07",,EUR,"-107,00",EUR,"-3301,36"
10-04-2017,14:23,NESTE OYJ,FI0009013296,Transaktionsgebühr,,EUR,"-7,50",EUR,"-3194,36"
10-04-2017,14:23,NESTE OYJ,FI0009013296,Transaktionsgebühr,,EUR,"-0,09",EUR,"-3186,86"
10-04-2017,14:23,NESTE OYJ,FI0009013296,"Verkauf 3 zu je 37,005",,EUR,"111,02",EUR,"-3186,77"
10-04-2017,14:22,BIOTEST AG ST O.N,DE0005227201,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3297,79"
10-04-2017,14:22,BIOTEST AG ST O.N,DE0005227201,"Verkauf 2 zu je 27,95",,EUR,"55,90",EUR,"-3295,79"
07-04-2017,15:36,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3351,69"
07-04-2017,15:36,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,Transaktionsgebühr,,EUR,"-0,06",EUR,"-3347,69"
07-04-2017,15:36,DAX SL 12720.00  HB 35.86  FN 13116.4...,NL0012065858,"Kauf 16 zu je 9,55",,EUR,"-152,80",EUR,"-3347,63"
07-04-2017,15:22,BIOTEST AG ST O.N,DE0005227201,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3194,83"
07-04-2017,15:22,BIOTEST AG ST O.N,DE0005227201,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3192,83"
07-04-2017,15:22,BIOTEST AG ST O.N,DE0005227201,"Verkauf 4 zu je 27,57",,EUR,"110,28",EUR,"-3192,82"
07-04-2017,13:49,DB X-T.FTSE E/N DE RE 1C,LU0489337690,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3303,10"
07-04-2017,13:49,DB X-T.FTSE E/N DE RE 1C,LU0489337690,Transaktionsgebühr,,EUR,"-0,05",EUR,"-3301,10"
07-04-2017,13:49,DB X-T.FTSE E/N DE RE 1C,LU0489337690,"Verkauf 10 zu je 23,75",,EUR,"237,50",EUR,"-3301,05"
07-04-2017,12:03,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3538,55"
07-04-2017,12:03,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,Transaktionsgebühr,,EUR,"-0,11",EUR,"-3534,55"
07-04-2017,12:03,SILVER SL 15.7402  HB 13.96  FN 15.74...,NL0011628110,"Kauf 100 zu je 2,65",,EUR,"-265,00",EUR,"-3534,44"
07-04-2017,12:02,AT + T INC. DL 1,US00206R1023,Transaktionsgebühr,,EUR,"-2,00",EUR,"-3269,44"
07-04-2017,12:02,AT + T INC. DL 1,US00206R1023,Transaktionsgebühr,,EUR,"-0,01",EUR,"-3267,44"
07-04-2017,12:02,AT + T INC. DL 1,US00206R1023,"Verkauf 3 zu je 38,145",,EUR,"114,44",EUR,"-3267,43"
07-04-2017,12:00,SILVER SL 18.8298  HB 8.10  FN 18.829...,NL0011860275,Transaktionsgebühr,,EUR,"-4,00",EUR,"-3381,86"
